ID,JUDUL MASAKAN,BAHAN,NAMA DAERAH
845,sambal tempoyak,"(bawang putih, cabai merah, cabe rawit, garam, gula, minyak, penyedap rasa, teh, tempoyak, terasi)",sumatera
846,sambal tempuyak undang tempoyak udang,"(air, bawang putih, cabai merah, cabe rawit, gula, jamur, minyak, penyedap rasa, teh, tempoyak, udang)",sumatera
847,brengkes udang tempoyak,"(cabai merah, gula, kunyit, serai, tempoyak, udang)",sumatera
848,terong tempoyak,"(bawang putih, cabai hijau, cabai merah, kemiri, tempoyak, terong, udang)",sumatera
849,sambal tempoyak udang pete,"(air, bawang putih, cabai merah, cabe rawit, daun salam, durian, garam, gula, kunyit, penyedap rasa, pete, serai, tempoyak, udang)",sumatera
850,sambal tempoyak,"(bawang putih, cabai merah, garam, gula, serai, tempoyak)",sumatera
851,sambal teri tempoyak,"(air, cabai merah, cabe rawit, durian, garam, gula, ikan, kunyit, minyak, serai, teh, tempoyak)",sumatera
852,ayam lempah kuning daun kedondong khas belo laut bangka belitung,"(air, air asam, asam, bawang putih, cabai merah, cabe rawit, daging ayam, daun kedondong, garam, gula, kedondong, kunyit, lada, lengkuas, minyak, teh)",sumatera
853,engpiang tenggiri khas bangka,"(air, bawang putih, garam, ikan, lada, minyak, penyedap rasa, telur, tepung tapioka)",sumatera
854,tumis timun telur khas bangka,"(bawang putih, garam, gula, lada, telur, timun)",sumatera
855,jongkong tepung mocaf khas bangka tanpa santan,"(air, beras, daun pandan, garam, gula, gula aren, tepung beras, tepung mocaf, tepung terigu)",sumatera
856,tumis timur telur khas bangka,"(bawang putih, garam, lada, penyedap rasa, teh, telur, timun)",sumatera
857,tumis timun telur khas bangka,"(air, bawang putih, garam, jamur, kaldu jamur, minyak, teh, telur, timun, udang)",sumatera
858,timun kuah khas bangka mirip sop cocok untuk diet,"(air, bawang putih, cabai merah, cabe rawit, garam, jamur, kaldu jamur, lada, minyak, teh, telur, timun)",sumatera
859,jongkong khas bangka,"(air, beras, daun pandan, garam, gula, gula aren, kelapa, maizena, pewarna makanan, santan, teh, tepung, tepung beras, tepung tapioka, tepung terigu)",sumatera
860,jongkong khas bangka tepung mocaf tanpa santan,"(air, beras, daun pandan, garam, gula, gula aren, tepung beras, tepung mocaf, tepung terigu)",sumatera
861,mie ayam bangka homemade,"(air, bawang putih, daging ayam, daging bebek, daging sapi, daun bawang, garam, jahe, jamur, kaldu jamur, kecap, kecap asin, lada, mie, minyak, saos, saos tiram, tauge, teh, telur)",sumatera
862,mie ayam bangka,"(air, bawang bombay, bawang putih, daging ayam, daging sapi, garam, ikan, kecap, kecap asin, mie, minyak, penyedap rasa, saos, saos tiram, telur, wijen)",sumatera
863,lapis legit bangka,"(gula, margarin, susu, telur, tepung terigu, vanili)",sumatera
864,lempah khas bangka,"(bawang putih, cabai merah, cabe rawit, daun salam, garam, gula, ikan, kemiri, kunyit, lengkuas, nanas, penyedap rasa, serai, terasi)",sumatera
865,sate ikan kukus khas bangka,"(garam, gula, ikan, kelapa, lada, penyedap rasa, sagu, santan, teh, telur, tepung, tepung tapioka, tepung terigu)",sumatera
866,lempah kuning ayam kampung khas bangka,"(asam, bawang putih, cabai merah, garam, jahe, kemiri, kunyit, penyedap rasa, terasi)",sumatera
867,kuih pelita pandan khas malaysia,"(air, beras, daun pandan, garam, gula, kelapa, santan, teh, tepung beras, tepung terigu)",sumatera
868,bong li piangpia nanas khas bangka,"(baking powder, baking soda, daun pandan, garam, gula, gula merah, kelapa, margarin, nanas, santan, teh, telur, tepung, tepung tapioka, tepung terigu, wijen)",sumatera
869,soto bangka frozen,"(daging ayam, daging sapi, daun salam, kelapa, kentang, minyak, santan, serai, terasi, wortel)",sumatera
870,soto bangka,"(air, air asam, asam, bawang putih, beras, daging ayam, daging sapi, daun salam, garam, gula, jahe, jeruk nipis, kelapa, kemiri, kentang, ketumbar, kunyit, lengkuas, penyedap rasa, santan, serai, teh, terasi, wortel)",sumatera
871,saos bangka homemade,"(air, bawang putih, cabai merah, garam, gula, jeruk nipis, kunci, maizena, tepung terigu)",sumatera
872,jongkong super lembut khas bangka,"(beras, daun pandan, garam, gula, gula merah, kelapa, santan, tepung beras, tepung tapioka, tepung terigu)",sumatera
873,ikan tenggiri goreng asam khas bangka,"(air, asam, bawang putih, cabai merah, cabe rawit, garam, gula, ikan, jamur, jeruk nipis, kaldu jamur, lada)",sumatera
874,bolu macan bangka,"(coklat, gula, margarin, mentega, susu, telur, tepung terigu, vanili)",sumatera
875,jongkong bangka,"(air, beras, daun pandan, daun suji, garam, gula, gula jawa, kelapa, sagu, santan, teh, tepung beras, tepung sagu, tepung terigu)",sumatera
876,kemplang khas trenggalek,"(air, beras, garam, minyak, tepung, tepung tapioka, tepung terigu)",sumatera
877,mie ayam bangka,"(air, bawang putih, daging ayam, daging sapi, daun bawang, garam, kecap, kecap asin, lada, mie, minyak, penyedap rasa, saos, saos tiram, teh)",sumatera
878,mie ayam bangka,"(air, bawang putih, cabai merah, daging ayam, daun bawang, garam, gula, kecap, kecap asin, merica, mie, saos, saos tiram, teh, telur)",sumatera
879,kemplang khas trenggalek,"(air, beras, garam, teh, tepung tapioka)",sumatera
880,mie goreng bangka,"(air, bawang putih, daging ayam, daging sapi, daun bawang, gula, kecap, kecap asin, kol, merica, mie, minyak, saos, saos tiram, seledri, telur, timun, wortel)",sumatera
881,abon ikan tenggirisambelingkung khas bangka,"(daun jeruk, daun salam, garam, gula, gula aren, ikan, jahe, jeruk nipis, kelapa, ketumbar, kunyit, lengkuas, santan, serai)",sumatera
882,ikan lempah nanas khas bangka,"(air, air asam, asam, bawang putih, cabai merah, cabe rawit, garam, gula, ikan, jamur, kaldu jamur, kemiri, kunyit, lengkuas, nanas, teh, terasi, timun)",sumatera
883,ikan tenggiri asam pedas khas bangka,"(air, asam, bawang putih, cabai merah, garam, gula, ikan, kemiri, kunyit, laos, minyak, penyedap rasa, serai, teh, tomat)",sumatera
884,jongkong khas bangka,"(air, beras, daun pandan, garam, gula, gula merah, kelapa, santan, tepung beras, tepung tapioka, tepung terigu)",sumatera
885,kue jongkong pandan khas bangka belitung,"(air, beras, garam, gula, gula jawa, gula merah, kelapa, sagu, santan, teh, tepung beras, tepung sagu, tepung terigu)",sumatera
886,jongkong kelapa muda khas bangka,"(air, beras, daun pandan, garam, gula, gula aren, kelapa, santan, teh, tepung, tepung beras, tepung tapioka, tepung terigu)",sumatera
887,jongkong khas bangka belitung,"(air, beras, daun pandan, daun suji, garam, gula, gula merah, kelapa, santan, sirup, teh, tepung, tepung beras, tepung tapioka, tepung terigu)",sumatera
888,lempah kuning ceker leher khas bangka,"(air, air asam, bawang putih, cabai merah, daging ayam, kedondong, kunyit, laos, terasi)",sumatera
889,sambal lingkung khas bangka,"(bawang putih, cabai merah, daun jeruk, daun salam, garam, gula, ikan, jeruk nipis, jintan, kelapa, ketumbar, lengkuas, santan, serai, teh)",sumatera
890,cumi asam garam khas bangka,"(air, asam, cumi-cumi, garam, gula, kecap, minyak, saos, saos tiram)",sumatera
891,tumis timun mix telur khas bangka,"(bawang putih, cabai merah, garam, penyedap rasa, telur, terasi, timun)",sumatera
892,jongkong bangka,"(air, beras, daun pandan, daun suji, garam, gula, gula aren, kelapa, santan, tepung, tepung beras, tepung tapioka, tepung terigu)",sumatera
893,jongkong bangka,"(air, beras, daun pandan, daun suji, garam, gula, gula merah, kelapa, sagu, santan, saos, teh, tepung beras, tepung sagu, tepung terigu)",sumatera
894,terang bulan martabak manis bangka tanpa proofing anti gagal tips,"(air, baking powder, belimbing, coklat, garam, gula, keju, margarin, susu, teh, telur, tepung, tepung beras, tepung tapioka, tepung terigu, vanili)",sumatera
895,jongkong bangka,"(air, beras, daun pandan, daun suji, garam, gula, gula merah, kelapa, santan, teh, tepung, tepung beras, tepung tapioka, tepung terigu)",sumatera
896,soto mie udang lampung,"(air, bawang putih, cabai merah, daun jeruk, daun salam, jahe, jeruk nipis, kemiri, kerupuk, ketumbar, kunyit, lada, lengkuas, mie, serai, tahu, teh, telur, udang)",sumatera
897,benjak enjak kue pisang khas lampung,"(daun pandan, daun pisang, garam, gula, gula merah, kelapa, ketan, pisang, santan, teh, vanili)",sumatera
898,seruit tempoyak lampung,"(beras, cabai merah, cabe rawit, durian, garam, ikan, jeruk nipis, kangkung, pete, rampai, teh, telur, tempoyak, terasi, terong, timun, tomat)",sumatera
899,lapis legit khas lampung,"(daging ayam, mentega, susu, teh, telur, tepung terigu)",sumatera
900,ayam gulai tabokh lampung,"(bawang putih, cabai merah, cabe rawit, daun salam, jahe, kayu manis, kelapa, kemiri, ketumbar, kunyit, laos, pala, santan, serai)",sumatera
901,srikaya lampung srikaya palembang,"(air, daun pandan, gula, kelapa, santan, telur)",sumatera
902,gaguduh pisang lampung,"(air, beras, gula, margarin, minyak, pisang, tepung beras, tepung terigu)",sumatera
903,gulai taboh dalom khas liwa lampung barat,"(bawang putih, cabai merah, daun salam, garam, jagung, kacang panjang, kelapa, kemangi, lengkuas, santan, serai, teh, terasi)",sumatera
904,sambal seruit khas lampung,"(cabai merah, cabe rawit, garam, jeruk nipis, minyak, penyedap rasa, teh, terasi, tomat)",sumatera
905,masak lemak tempoyak udang,"(air, cabai merah, cumi-cumi, garam, gula, kangkung, kelapa, kunyit, santan, serai, teh, tempoyak, udang)",sumatera
906,sambal seruit khas lampung,"(air, cabai merah, cabe rawit, garam, jeruk nipis, minyak, penyedap rasa, teh, tepung beras, terasi, tomat)",sumatera
907,ikan patin masak tempoyak,"(air, cabai merah, cabe rawit, durian, garam, gula, ikan, kunyit, penyedap rasa, serai, teh, tempoyak, terasi)",sumatera
908,sambal seruit khas lampung,"(cabai merah, cabe rawit, garam, ikan, penyedap rasa, teh, tempe, terasi, tomat)",sumatera
909,keripik pisang coklat khas lampung,"(coklat, garam, gula, maizena, minyak, nangka, pisang, sirih)",sumatera
910,geguduh pisang lampung,"(air, beras, gula, margarin, minyak, pisang, tepung beras, tepung terigu)",sumatera
911,rujak soun lampung,"(bihun, jagung, kerupuk, tahu, timun, ubi)",sumatera
912,kopi bubuk lampung,"(beras, kopi)",sumatera
913,sambal seruit khas lampung,"(cabai merah, garam, gula, jeruk nipis, penyedap rasa, terasi, tomat)",sumatera
914,sambal terasi khas lampung,"(cabai merah, cabe rawit, garam, ikan, jeruk nipis, penyedap rasa, rampai, teh, terasi, terong, timun)",sumatera
915,kue benjak enjak kue tradisional khas lampung,"(beras, daun pisang, garam, gula, ketan, pisang, teh)",sumatera
916,lapis jongkong khas surabaya,"(air, beras, daun pandan, daun suji, garam, gula, kelapa, pewarna makanan, santan, teh, tepung, tepung beras, tepung tapioka, tepung terigu)",sumatera
917,lapis jongkong khas surabaya,"(air, beras, daun pandan, daun suji, garam, gula, kelapa, pewarna makanan, santan, teh, tepung, tepung beras, tepung tapioka, tepung terigu)",sumatera
918,kue lapis jongkong khas surabaya,"(air, beras, daun pandan, daun suji, garam, gula, kelapa, pewarna makanan, santan, teh, tepung, tepung beras, tepung tapioka, tepung terigu)",sumatera
919,lapis jongkong khas surabaya,"(air, beras, daun pandan, daun suji, garam, gula, kelapa, pewarna makanan, santan, teh, tepung, tepung beras, tepung tapioka, tepung terigu)",sumatera
920,lapis jongkong,"(beras, daun pandan, daun suji, garam, gula, kelapa, pewarna makanan, santan, teh, tepung, tepung beras, tepung tapioka, tepung terigu)",sumatera
921,jongkong,,sumatera
922,jongkong alias bubur sumsum,"(air, beras, daun pandan, garam, gula, gula jawa, kelapa, santan, sirup, tepung, tepung beras, tepung tapioka, tepung terigu)",sumatera
923,jongkong kue keranjang,"(air, beras, daun pandan, daun pisang, garam, gula, kelapa, maizena, pisang, santan, tepung beras, tepung terigu)",sumatera
924,tempoyak ikan mujair,"(air, cabai merah, garam, gula, ikan, kunyit, penyedap rasa, serai, teh, tempoyak)",sumatera
925,jongkong daun pisang,"(air, beras, daun pandan, daun pisang, garam, gula, gula merah, kelapa, maizena, pisang, santan, tepung beras, tepung terigu)",sumatera
926,kue jojongkong,"(air, beras, garam, gula, gula merah, kelapa, santan, teh, tepung beras, tepung terigu)",sumatera
927,sambal terasi khas lampung,"(cabai merah, cabe rawit, garam, gula, rampai, terasi)",sumatera
928,tempoyak ayam,"(cabai merah, cabe rawit, daging ayam, daun jeruk, durian, garam, jeruk nipis, serai, teh, tempoyak)",sumatera
929,pecak jantung pisang lampung,"(cabai merah, cabe rawit, cuka, garam, gula, jahe, jantung pisang, kacang tanah, penyedap rasa, pisang, teh)",sumatera
930,tempoyak,"(air, cabai merah, garam, gula, minyak, penyedap rasa, serai, tempoyak, udang)",sumatera
931,jongkong tepung mocaf khas bangka tanpa santan,"(air, beras, daun pandan, garam, gula, gula aren, tepung beras, tepung mocaf, tepung terigu)",sumatera
932,jongkong bangka,"(air, beras, daun pandan, daun suji, garam, gula, gula jawa, kelapa, sagu, santan, teh, tepung beras, tepung sagu, tepung terigu)",sumatera
933,jongkong khas palembang,"(air, beras, daun pandan, daun suji, garam, gula, gula aren, kelapa, santan, tepung, tepung beras, tepung tapioka, tepung terigu)",sumatera
934,pepes ikan tempoyak ikan nila,"(bawang putih, cabai merah, ikan, kemangi, serai, tempoyak)",sumatera
935,ayam masak bumbu lampung,"(bawang putih, cabai merah, cabe rawit, daging ayam, daun jeruk, daun salam, garam, gula, jahe, jeruk nipis, kemiri, kencur, minyak, penyedap rasa, terasi, tomat)",sumatera
936,kue jongkong,"(air, beras, daun pandan, daun suji, garam, gula, gula aren, kelapa, santan, teh, tepung, tepung beras, tepung tapioka, tepung terigu)",sumatera
937,sambal seruit lampung,"(cabai merah, garam, gula, jeruk nipis, minyak, teh, terasi, tomat)",sumatera
938,sambal seruit,"(cabai merah, cabe rawit, garam, ikan, jeruk nipis, labu, teh, terasi, tomat)",sumatera
939,sambal tempoyak,"(bawang putih, cabai merah, cabe rawit, garam, gula, minyak, penyedap rasa, teh, tempoyak, terasi)",sumatera
940,sambel tempoyak khas sumatera,"(bawang putih, cabai merah, cabe rawit, durian, ikan, kunyit, pete, serai, teh, tempoyak)",sumatera
941,sambal tempuyak undang tempoyak udang,"(air, cabai merah, cabe rawit, jamur, minyak, penyedap rasa, teh, tempoyak, udang)",sumatera
942,sambal tempoyak,"(air, bawang putih, cabai merah, durian, gula, minyak, tempoyak, terasi)",sumatera
943,sambal tempoyak,"(air, bawang putih, cabai merah, cabe rawit, daun salam, garam, gula, ikan, lengkuas, minyak, pete, serai, teh, tempoyak, terasi)",sumatera
944,kue jongkong perahu,"(air, beras, daun pandan, daun pisang, garam, gula, gula merah, kelapa, pisang, santan, teh, tepung beras, tepung terigu)",sumatera
945,sambal seruit tempoyak khas lampung,"(bawang putih, cabai merah, cabe rawit, durian, gula, penyedap rasa, rampai, teh, tempoyak, terasi, tomat, udang)",sumatera
946,sambal tempoyak,"(cabai merah, cabe rawit, garam, gula, kunyit, penyedap rasa, serai, tempoyak)",sumatera
947,kue jongkong khas banyuwangi,"(beras, daun pandan, daun pisang, gula, gula merah, kelapa, pisang, santan, tepung beras, tepung tapioka, tepung terigu)",sumatera
948,jongkong banyuwangi,"(beras, daun pandan, daun pisang, garam, gula, gula aren, kelapa, pisang, santan, teh, tepung, tepung beras, tepung tapioka, tepung terigu)",sumatera
949,jongkong pisang,"(air, beras, daun pandan, garam, gula, gula aren, kelapa, pisang, santan, teh, tepung, tepung beras, tepung tapioka, tepung terigu)",sumatera
950,sambal seruit lampung,"(cabai merah, cabe rawit, garam, gula, jeruk nipis, mangga, teh, terasi, tomat)",sumatera
951,sambal seruit khas lampung,"(cabai merah, cabe rawit, garam, jamur, jeruk nipis, kaldu jamur, minyak, teh, terasi, tomat)",sumatera
952,ikan pisro khas lampung,"(air, air asam, cabai merah, cabe rawit, garam, gula, gula merah, ikan, penyedap rasa, teh, terasi, tomat)",sumatera
953,pisro khas lampung,"(air, air asam, asam, bawang putih, cabai merah, cabe rawit, garam, ikan, jeruk nipis, teh, terasi, tomat)",sumatera
954,kue jongkong pandan,"(air, beras, daun pandan, daun suji, garam, gula, gula merah, kelapa, pewarna makanan, santan, teh, tepung beras, tepung terigu)",sumatera
955,jongkong banyuwangi,"(beras, coklat, daun pandan, daun pisang, garam, gula, gula merah, kelapa, pisang, santan, teh, tepung, tepung beras, tepung tapioka, tepung terigu)",sumatera
956,bubur jongkong,"(air, beras, daun pandan, daun suji, garam, gula, gula aren, gula merah, kelapa, santan, saos, sirup, teh, tepung, tepung beras, tepung tapioka, tepung terigu)",sumatera
957,telur ikan masak tempoyak,"(air, bawang putih, cabai merah, cabe rawit, garam, gula, ikan, jamur, kaldu jamur, kunyit, minyak, penyedap rasa, serai, telur, tempoyak)",sumatera
958,pindang patin tempoyak,"(air, cabai merah, garam, gula, ikan, kemangi, kunyit, penyedap rasa, serai, tempoyak)",sumatera
959,jongkong khas bangka,"(air, beras, daun pandan, garam, gula, gula aren, kelapa, maizena, pewarna makanan, santan, teh, tepung, tepung beras, tepung tapioka, tepung terigu)",sumatera
960,lapis jongkong khas surabaya,"(air, beras, daun pandan, daun suji, garam, gula, kelapa, pewarna makanan, santan, teh, tepung, tepung beras, tepung tapioka, tepung terigu)",sumatera
961,jongkong khas bangka tepung mocaf tanpa santan,"(air, beras, daun pandan, garam, gula, gula aren, tepung beras, tepung mocaf, tepung terigu)",sumatera
962,kue jongkong,"(air, beras, daun pandan, garam, gula, gula merah, kelapa, maizena, santan, teh, tepung beras, tepung terigu)",sumatera
963,brengkes tempoyak,"(bawang putih, cabai merah, cabe rawit, daun kemangi, daun pisang, garam, gula, ikan, jeruk nipis, jeruk songkit, kemangi, kunci, kunyit, lengkuas, pisang, serai, teh, tempoyak)",sumatera
964,pepes tempoyak ikan nila khas jambi,"(cabai merah, daun pisang, garam, gula, ikan, jeruk nipis, kunyit, pisang, serai, tempoyak)",sumatera
